Número de resolución,Criterios aplicables,Año,Categoría,Materia,Empresa denunciada,Medios probatoriosCargo,Medios probatorios Descargo,Cuestiones,Normativa sectorial aplicada,Normativa específica,Otras normas,Multas,Medidas correctivas,Configuración del Tribunal,Decisión
3034-2011/SC2-INDECOPI,"Si bien esta Sala coincide en que no existe una norma que obligue a las empresas de transporte a realizar la verificación de la firma, los parámetros de idoneidad aplicados a los casos de transporte de encomienda no se basan únicamente en una garantía legal, que implicaría la remisión a la normativa sectorial, sino también en una garantía implícita considerando las expectativas generadas en el consumidor atendiendo a la naturaleza del servicio contratado, siendo una de ellas que el proveedor adopte las medidas mínimas de seguridad, conforme ha sido expuesto en acápites anteriores

Dicho lo anterior, se verifica que las cartas notariales fueron entregadas en el lugar donde se produjeron los hechos materia de denuncia, que además constituye un establecimiento anexo de Transportes Palomino, de conformidad con la información contenida en los registros de la página web de la Superintendencia Nacional de Administración Tributaria - SUNAT12. En ese sentido, la denunciada sí tomó conocimiento de los reclamos formulados por el señor Quispe, sin embargo, no cumplió con atenderlos dentro del plazo otorgado por ley.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,Cartas notariales,Copia del DNI del señor Ruiz Copia de la boleta de venta del servicio contratado,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI D. Leg 1045 Ley Complementaria al Sistema de Protección al Consumidor",Ley No. 27444 Ley del Procedimiento Administrativo General Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC,0,6 UIT,600,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
1921-2011/SC2-INDECOPI,"En tanto no existe agravio alguno a la señora Guevara por el cargo referido al incumplimiento de medidas de seguridad, corresponde declarar improcedente la apelación en este extremo y, por tanto, carece de objeto analizar los argumentos formulados por la denunciada al respecto.

En tanto la denunciada tampoco acreditó que dicho defecto se haya debido a alguna circunstancia que la exima de responsabilidad, corresponde confirmar la resolución apelada en el extremo que declaró fundada la denuncia contra la señora Guevara por infracción del artículo 8º de laLey de protección al consumidor D. Leg. 716, al haberse acreditado que no cumplió con devolver el equipaje de propiedad del señor Castillo.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,MERLY ROXANA GUEVARA BARRETO,0,0,Competencia del INDECOPI,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27181 Ley General de Transporte y Tránsito Terrestre D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte,Res. 1771-2009/SC2-INDECOPI Código Procesal Civil Res. 085-96-TDC,2 UIT,180,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
2099-2011/SC2-INDECOPI,"a juicio de la Comisión, la responsabilidad del proveedor quedó acreditado con el ticket de equipaje en poder de la señora López, siendo dicho extremo materia de discusión en la presente resolución. De ese modo, queda demostrado que tal situación en modo alguno desvirtúa el hecho que sí se acreditó el extravío del equipaje de la consumidora en el presente procedimiento.

Considerando que la señora López interpuso su denuncia en enero de 2010, esto es, bajo la vigencia del D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte15 y que no efectuó la declaración del contenido ni del peso de su equipaje extraviado, correspondía remitirse al artículo 76.2.12.5º, conforme al cual de no encontrarse establecido el peso del equipaje debía asumirse que tenía un peso de veinte (20) kilos16, lo que nos lleva a aplicar lo estipulado por el artículo 76.2.12.4º, norma que contiene el factor de cálculo para el equipaje que pesaba entre quince (15) y veinte (20) kilos",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,Ticket de viaje N° 005240,Boleto de viaje,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte,Código Procesal Civil,1.5 UIT,700,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
2093-2011/SC2-INDECOPI,"Sin perjuicio de ello, aun cuando el corto circuito constituyera un evento extraordinario, imprevisible e irresistible a la esfera del control de la empresa, esta no ha acreditado las medidas adoptadas para evitar que el incendio producido por el corto circuito se propagara al punto de alcanzar el equipaje del consumidor. En ese sentido, debe tenerse cuenta que el artículo 20° del Decreto Supremo 017-2009-MTC, Reglamento Nacional de Administración del Transporte, obliga a las empresas a contar con un extintor de fuego que pudiera mitigar las consecuencias de un incendio

Por otro lado, Turismo Titanic resaltó que el incendio se produjo pese a que todos sus buses eran permanentemente sometidos a revisiones técnicas. Al respecto, sin perjuicio de destacar que tal afirmación tampoco se encuentra acompañada de material probatorio que la sustente, cabe agregar que tales medidas no hubieran desvirtuado la constatada falta de idoneidad del servicio, pues únicamente dan cuenta del estado del bus en la fecha en que se realizó la revisión técnica..",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,TURISMO TITANIC S.A.,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte,Res. 085-96-TDC,1 UIT,350,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
2293-2011/SC2-INDECOPI,"En ese sentido, los medios probatorios obrantes en el expediente demuestran que Transportes San Cristóbal recibió las seis cajas de quesos entregadas por el denunciante, no habiendo cumplido con devolver una de ellas valorizada en S/. 560,00. Por lo expuesto, correspondeRevocarla resolución apelada en el extremo que declaró infundada la denuncia por infracción del artículo 8º de laLey de protección al consumidor D. Leg. 716y, modificándola, se declara fundada la misma, pues ha quedado acreditado que la empresa denunciada no cumplió con devolver el equipaje materia del procedimiento.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES SAN CRISTÓBAL DEL SUR E.I.R.L.,Denuncia policial Boleto de viaje 113 N° 315308,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI","Ley No. 29380 Ley de Creación de la Superintendencia de Transporte Terrestre de Personas, Carga y Mercancías (SUTRAN) Ley No. 27444 Ley del Procedimiento Administrativo General",Res. 1771-2009/SC2-INDECOPI Res. 2303-2009/SC2-INDECOPI,1 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
2299-2011/SC2-INDECOPI,"Si bien laLey No. 27181 Ley General de Transporte y Tránsito Terrestreestablece que el Indecopi es el ente competente para pronunciarse sobre los aspectos referidos a protección al consumidor en materia de transportes y tránsito terrestre, su actuación se circunscribe principalmente a aquellos casos en los que exista una afectación efectiva de laLey de protección al consumidor D. Leg. 716como por ejemplo, el retraso en el horario de salida del servicio, la demora de la unidad de reemplazo para el trasbordo de pasajeros o la introducción de riesgos injustificados durante la prestación del servicio

Por tanto, corresponde declarar la sustracción de la materia en el presente procedimiento iniciado contra Julsa Tours32, pues en la actualidad no resulta jurídicamente posible obtener un pronunciamiento destinado a verificar la existencia de infracciones del artículo 8º de laLey de protección al consumidor D. Leg. 716en función de las conductas imputadas que dieron origen al procedimiento, en aplicación del principio de retroactividad benigna, dejando sin efecto la Resolución 265-2008/INDECOPI-CUS en el extremo referido a la falta de adopción de medidas de seguridad consistentes en: (i) Emplear detectores de metales para la revisión de los pasajeros y/o su equipaje de mano; y, (ii) filmar a los pasajeros y/o su equipaje de mano.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO MEDIDAS DE SEGURIDAD,JULSA ÁNGELES TOURS S.A.C.,0,0,Competencia del INDECOPI Notificación Nulidad del acto administrativo Idoneidad del servicio,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27181 Ley General de Transporte y Tránsito Terrestre Ley No. 27444 Ley del Procedimiento Administrativo General D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte D. Supremo 017-2009-MTC Nuevo Decreto Supremo No. 017-2009-MTC D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportes,Directiva No. 001-2003/TRI-INDECOPI Código Procesal Civil,0,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
2361-2011/SC2-INDECOPI,"Obra en el expediente la Resolución Directoral 7202-2007-MTC/15 del 18 de abril de 2007, mediante el cual la Dirección General de Circulación Terrestre del Ministerio de Transportes y Comunicaciones autorizó a Transportes Ave
Fénix, el establecimiento de escalas comerciales únicamente en las ciudades de Paiján, Pacasmayo, Guadalupe y Chepén, sin hacer referencia al cruce de Cajamarca8. Asimismo, conforme al documento denominado “Libro de Transporte Interprovincial de Personas-Información de Concesiones Vigentes”, la concesión de la denunciada para dicha ruta tenía como fecha de vencimiento el 11 de julio de 20199

Si bien la señora Honorio no señaló su dirección o número telefónico en el “Formulario de Quejas”, el personal de Transportes Ave Fénix recibió el reclamo sin dejar observación alguna, pese a que el conocimiento de tales
datos resultaban relevantes para darle respuesta. Dicha situación permite suponer que la denunciada se encontraba en la posibilidad de recurrir a otros medios para obtener la información necesaria del pasajero y cumplir con su obligación, sin embargo, no cumplió con acreditar que atendió el reclamo formulado el 9 de junio de 2010.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE MEDIDAS DE SEGURIDAD,EMPRESA DE TRANSPORTES AVE FÉNIX S.A.C.,Denuncia policial Formulario de quejas,Manifiesto de pasajeros 021-069321 Resolución Directoral 7202-2007-MTC/15,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI D. Leg 1045 Ley Complementaria al Sistema de Protección al Consumidor",D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte Ley No. 27444 Ley del Procedimiento Administrativo General,Res. 0489-2005/TDC-INDECOPI,3 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
2597-2011/SC2-INDECOPI,"En este punto cabe precisar que, si bien en anteriores pronunciamientos este Colegiado había señalado que el transporte de mercaderías era transversal a todo esquema productivo o de comercialización y por tanto connatural al giro del negocio desarrollado por el denunciante, mediante Resolución 2188-2011/SC2-INDECOPI8, la Sala cambió de criterio precisando que, en el análisis de procedencia para determinar si un microempresario califica como consumidor, debe entenderse que los denominados servicios transversales no se encuentran relacionados con el giro del negocio.

En relación a la situación de asimetría informativa, mediante la resolución antes mencionada, la Sala también estableció que debe presumirse iuris tantum que respecto de los productos y servicios no relacionados con el giro propio del negocio del microempresario, este se encuentra en asimetría informativa frente al proveedor, sin perjuicio de que este último pueda acreditar lo contrario. Al respecto, Turismo Espinoza no ha presentado prueba alguna que desvirtúe la presunción de asimetría informativa en la que
se encuentra la denunciante sobre los servicios de transporte de encomienda10, limitándose a afirmar que no se evidenciaba una situación de asimetría informativa, pues la pérdida de bienes durante la prestación de sus servicios se encontraba fuera de sus deberes de información.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,TURISMO ESPINOZA E.I.R.L.,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,Constitución Política del Perú D. Leg 937 Texto del RUS D. Supremo 007-2008-TR,2.50 UIT,0,Camilo Nicanor Carrillo Gómez Oscar Darío Arrús Olivera Miguel Antonio Quirós García,1
2676-2011/SC2-INDECOPI,"Atendiendo a lo expuesto, correspondeRevocarla Resolución 1535-2010/INDECOPI-LAL en el extremo que declaró fundada la denuncia contra Transportes Sandoval por infracción del artículo 8º de laLey de protección al consumidor D. Leg. 716y, en consecuencia, se declara infundada la misma, al no haberse acreditado que incumplió con el horario de salida programado para la ruta Huari- Huaraz, ofrecido al denunciante. Por lo tanto, se dejan sin efecto la sanción impuesta consistente en una multa de 2 UIT, la medida correctiva ordenada y la condena al pago de costas y costas del procedimiento.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES SANDOVAL S.R.L.,0,Certficado de la Comisaría de Protección de Carreteras,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General,Código Procesal Civil,0,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
2714-2011/SC2-INDECOPI,"Conforme a la información contenida en los registros de la página web de la Superintendencia Nacional de Administración Tributaria - SUNAT, se ha verificado que el señor Pazos es una persona natural con negocio dedicada a
la venta al por mayor de productos, encontrándose registrado como contribuyente desde enero de 2009

De lo expuesto se concluye que el denunciante no se ha presentado al procedimiento en calidad de persona natural que contrata un servicio para un ámbito ajeno a la actividad empresarial, en consecuencia, correspondía analizar si calificaba como microempresario que se encuentra en situación de asimetría con el proveedor respecto de productos o servicios no relacionados con el giro de su negocio. No obstante ello, la Comisión en su resolución no analizó si el denunciante calificaba como microempresario que podía acceder al sistema de protección al consumidor, ni realizó requerimientos durante la tramitación del procedimiento, dirigidos a obtener los medios probatorios que sustenten tal extremo.",2011,Pérdida de equipaje,NULIDAD DE OFICIO,TURISMO CIVA S.A.C.,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General,0,0,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
3284-2011/SC2-INDECOPI,"Turismo Paramonga reconoció que extravió el equipaje materia de denuncia, por lo que se constata una falta de idoneidad en el servicio de transporte terrestre contratado por la señora Zarate. Asimismo, la denunciada no acreditó que se presentó un supuesto que califica como caso fortuito, fuerza mayor, negligencia de la propia consumidora o hecho determinante de tercero, que lo hubiera liberado de su responsabilidad por infracción a las normas de protección al consumidor.

De otro lado, en vista que la señora Zarate interpuso su denuncia el 28 de setiembre de 2010, esto es, bajo la vigencia del Decreto Supremo 017-2009-MTC, D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transportey que no efectuó la
declaración del contenido ni del peso de su equipaje extraviado, correspondía remitirse al artículo 76.2.12.5º de dicha norma, conforme al cual de no encontrarse establecido el peso del equipaje debía asumirse que tenía un peso de veinte (20) kilos9, lo que nos lleva a aplicar lo señalado en el artículo 76.2.12.4º que es la norma que contiene el factor de cálculo para el equipaje que pesaba entre quince (15) y veinte (20) kilos10.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES TURISMO PARAMONGA S.A.,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte Ley No. 27444 Ley del Procedimiento Administrativo General,0,1.5 UIT,75,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
3425-2011/SC2-INDECOPI,"Si bien laLey No. 27181 Ley General de Transporte y Tránsito Terrestreestablece que el Indecopi es el ente competente para pronunciarse sobre los aspectos referidos a protección al consumidor en materia de transportes y tránsito terrestre, su actuación se circunscribe principalmente a aquellos casos en los que exista una afectación efectiva de laLey de protección al consumidor D. Leg. 716como por ejemplo, el retraso en el horario de salida del servicio, la demora de la unidad de reemplazo para el trasbordo de pasajeros o la introducción de riesgos injustificados durante la prestación del servicio

Por lo tanto, conforme se ha señalado en la Resolución 1919-2011/SC2-INDECOPI, en la medida que se deja en libertad de las empresas el alcanzar el objetivo mencionado, el Decreto Supremo 017-2009-MTC resulta más favorable para el administrado y, por tanto, es la norma aplicable en el procedimiento. Asimismo, como quiera que en el presente procedimiento no se imputó al proveedor el incumplimiento de su obligación (genérica) de verificar que los pasajeros no lleven consigo los artefactos o sustancias mencionadas, sino la no utilización de determinados equipos (filmadora y detector de metales), tampoco puede atribuirse responsabilidad a la empresa por hechos distintos a los que fueron imputados a título de cargo, de conformidad con lo establecido por el artículo 234º de la Ley del Procedimiento Administrativo General.

La falta de identificación de una sanción por cada infracción sancionada en primera instancia, impide a la Sala graduar la multa impuesta pues no es posible asignar al tipo infractor que no ha sido confirmado, un peso determinado en la multa establecida genéricamente.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,SELVA SUR S.R.L. - EXPRESO SELVA SUR,0,0,Nulidad del acto administrativo Medidas de seguridad,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte,Acuerdo Plenario No. 2-2006/CJ-116 Pleno Jurisdiccional de las salas permanente y transitoria Código Procesal Civil,0,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
3491-2011/SC2-INDECOPI,0,2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES LOS CANARIOS S.R.L.,Tickets de control Denuncia policial Carta notarial,Manifiesto de pasajeros,Actuación de medios probatorios Legitimidad para obrar,0,Ley No. 27444 Ley del Procedimiento Administrativo General,Res. 0221-1998/TDC-INDECOPI Código Procesal Civil,0,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
3549-2011/SC2-INDECOPI,"Esta Sala observa que, si bien el número de DNI consignado en la boleta de venta corresponde al señor Tello, no ocurre lo mismo con la firma, toda vez que observada a simple vista no guarda similitud con la que obra en su documento de identidad. A ello debe sumarse que el personal de la denunciada tuvo acceso al DNI del señor Tello en el momento en el cual efectuó la entrega de la encomienda, hecho que acredita que el personal de Transporte Palomino no habría verificado adecuadamente que la persona a la que hizo entrega de la encomienda era efectivamente la destinataria de la misma.

Los medios probatorios que obran en el expediente9 no acreditan que la encomienda materia de denuncia contenía los bienes detallados en la “Lista y valoración de los bienes no entregados al Sr. Crisóstomo Tello Córdova”, siendo que la boleta de venta correspondiente al servicio de contratado por el señor Tello, únicamente daba cuenta del envío de veinte (20) cajas, dos (02) camas completas y once (11) paquetes, por lo que correspondía denegar la solicitud del denunciante.

En el presente procedimiento, se ha determinado que Transportes Palomino no brindó un servicio idóneo pues entregó la encomienda del señor Tello a un tercero, observándose que no tomó las precauciones necesarias a fin de asegurar que los envíos de encomiendas sean entregados a los destinatarios correctos.",2011,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES EXPRESO INTERNACIONAL PALOMINO S.A.C.,Copia de DNI,Boleto de venta 669-033497,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",0,0,1.5 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
402-2012/SC2-INDECOPI,"La Sala considera que no corresponde ordenar el pago de una suma mayor, en tanto el señor Figueroa no ha acreditado cuál era el valor de los bienes contenidos en el equipaje. Si bien el denunciante no tenía la obligación de realizar una declaración de bienes, como señala en su apelación; dicha comisión implica la asunción de parte del riesgo que involucraba el transporte de los mismos, de tal manera que en caso de pérdida, la empresa únicamente se encuentra en la obligación de pagar el monto ordenado por
ley.",2012,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,TURISMO CIVA S.A.C.,0,0,SOBRE LA MEDIDA CORRECTIVA,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",D. Supremo 006-2015-MTC Reglamento de Organización y Funciones de la SUTRAN,RD 001-2006-MTC/19,0,1500,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
821-2012/SC2-INDECOPI,"En la medida que el Recibo 001502 no constituye un documento cuya eficacia probatoria hubiera influenciado en la determinación de la responsabilidad de Transportes Cavassa por el extravío del equipaje entregado el 1 de diciembre de 2009, deben ser desestimados los alegatos formulados en esta instancia – así como los medios probatorios presentados para sustentarlos – toda vez que con ellos la denunciada buscaba generar convicción en la autoridad de que el denunciante intencionalmente había colocado en el Recibo 001502 una firma distinta a la de su documento de identidad. En esa línea, no proceden las solicitudes de Transportes Cavassa consistentes en la realización de una diligencia de confrontación entre las partes y la suspensión del presente procedimiento.

Sobre el particular, cabe indicar que el criterio de la reincidencia solo puede tenerse en cuenta como factor agravante, en caso la denunciada hubiera incurrido en la conducta infractora con anterioridad. De otro lado, se ha constatado que Transportes Cavassa extravió el equipaje del señor Vigo cuando se encontraba bajo su custodia, por lo que el beneficio que obtuvo se traduce en el monto ahorrado por la denunciada al no invertir en mejorar las
medidas de seguridad a fin de evitar pérdidas que perjudiquen a los consumidores de sus servicios. Asimismo, el daño ocasionado al mercado consiste en la incertidumbre que podría generarse en los consumidores en general, respecto de los servicios de transporte terrestre.",2012,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA DE TRANSPORTES DE PASAJEROS Y CARGA CAVASSA S.A.C.,Boletos de viaje 0025903 y 0031750 Tickets de equipaje 095697 y 044853,Recibo 001502 por equipaje perdido,Notificación a Transportes Cavassa Eficacia del recibo 001502 a efectos de determinar la responsabilidad de Transportes Cavassa,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",Ley No. 27444 Ley del Procedimiento Administrativo General,Directiva No. 001-2003/TRI-INDECOPI,1.5 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,1
890-2012/SC2-INDECOPI,"A lo largo del procedimiento, Transportes Zelada señaló que se produjo un hecho fortuito consistente en el deslizamiento de piedras calizas y punzo cortantes en la carretera por donde se trasladaba el bus en el que viajaban los denunciantes; sin embargo, no ha presentado medio probatorio alguno que permita acreditar dicha situación. Por tanto, mas allá de su alegación, la denunciada no ha cumplido con probar la existencia de hechos ajenos que lo eximan de responsabilidad.

Sobre el particular, es preciso señalar que el referido decreto supremo no resulta aplicable al presente caso, en tanto, esta regula el sistema de transporte ferroviario, siendo que para el caso de transporte terrestre de pasajeros se ha expedido el Decreto Supremo 017-2009-MTC, D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte(en adelante, el Reglamento) vigente desde el 1 de julio de 20096.",2012,Pérdida de equipaje,IDONEIDAD DEL SERVICIO TRANSPORTE TERRESTRE,EMPRESA COMERCIAL DE TRANSPORTES ZELADA S.R.L.,0,0,0,"DECRETO LEGISLATIVO N° 807 Facultades, normas y organización del INDECOPI",D. Supremo No. 009-2004-MTC Reglamento Nacional de Administración de Transporte,0,1.5 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
1630-2012/SC2-INDECOPI,"En respuesta al requerimiento efectuado por la Secretaría Técnica de la Comisión, el señor Alania presentó los PDT de pagos mensuales, los que en su totalidad no exceden a S/. 300 000,00 y señaló que cuenta con una trabajadora, por lo tanto, no supera las 150 UIT ni excede el número de trabajadores que fija la Ley No. 28015 Ley de Promoción y Formalización de MYPE como tope para poder ser considerado como microempresario. En tal sentido, el señor Alania ha cumplido con acreditar su condición de microempresario.

Tratándose de la actividad económica consistente en la compra y venta de prendas de vestir, el servicio de transporte de mercadería brindado por Paredes Estrella constituye un servicio complementario que no forma parte del giro propio del negocio que el denunciante mantiene, pues no resulta imprescindible para que el desarrollo de tal actividad. Ello, en tanto pudo haber empleado otros medios de transporte para trasladar su mercadería al lugar de destino o incluso pudo haber empleado sus propios medios para lograr su objetivo. Ejemplo de ello es que pudo haber solicitado a su proveedor que le envíe los bienes que deseaba comercializar directamente a la ciudad de Yurimaguas o pudo adquirir dichos productos de un proveedor de su localidad sin tener la necesidad de contratar el servicio de transporte de encomienda. Caso contrario se presenta cuando el denunciante se dedica a actividades como la importación y exportación de productos, en dicho supuesto el servicio de transporte de mercadería que se contrate deviene en imprescindible para el desarrollo de la mencionada actividad económica

En tal sentido, al margen de que el señor Alania podría haber contratado en anteriores oportunidades el servicio de transporte de mercadería, ello no implica per se la eliminación de la situación asimétrica en la que se encuentra frente a Paredes Estrella, pues no será relevante la información que posea éste sobre extravíos en el transporte de mercadería para la contratación del servicio. En este punto, es importante señalar que, en los casos de servicios financieros, esta Sala ha precisado que es necesario tomar en cuenta la complejidad de la información que se maneja en relación con el producto o servicio pues en algunos casos, pese a tratarse de operaciones repetitivas, la complejidad de la información a procesar puede impedir que con el tiempo se desarrolle un equilibrio informativo, lo cual suele ocurrir en mercados complejos donde se procesa abundante información especializada.

Al respecto, este Colegiado debe señalar que contrariamente a lo señalado por la Comisión, la guía de remisión presentada por el señor Alania acredita que los bienes señalados en dicho documento son los que fueron trasladados por Paredes Estrella, pues constituye una infracción de carácter tributario el que las empresas de transporte trasladen bienes sin previamente haber contado con una guía de remisión5. En caso dichos bienes no fueran los que el señor Alania transportó, Paredes Estrella pudo haber demostrado los que efectivamente trasladó a la ciudad de Yurimaguas, no obstante, no presentó medio probatorio alguno que desvirtúe la guía de remisión presentada por el denunciante. Por tanto, en la medida que existe certeza sobre los bienes que fueron trasladados como encomienda por la denunciada, no corresponde
aplicar el Reglamento Nacional de Ferrocarriles D. Supremo 032-2005-MTC, sino ordenar a Paredes Estrella que asuma la devolución del costo de cada prenda de vestir consignada en la guía de remisión, previa acreditación del valor de cada una de éstas por parte del denunciante.",2012,Pérdida de equipaje,NOCIÓN DE CONSUMIDOR,PAREDES ESTRELLA CARGO S.A.,Guía de remisión 000003 Factura 046071,0,0,Código de Protección y Defensa del Consumidor,Constitución Política del Perú Ley No. 28015 Ley de Promoción y Formalización de MYPE,0,1 UIT,0,Camilo Nicanor Carrillo Gómez Francisco Pedro Ernesto Mujica Serelle Oscar Darío Arrús Olivera Hernando Montoya Alberti Miguel Antonio Quirós García,0
